student_id,nom_complet,age,sexe,serie,notes_detaillees,moyenne_generale,matieres_fortes,matieres_faibles,centres_interet,competences,preferences_env,objectif_professionnel,filieres_compatibles,filiere_recommandee,parcours_recommande,score_compatibilite,niveau_confiance,justification
STD_2026_0536,Nomena Rasoanaivo,20,M,D,"SVT:14.65; Sciences Physiques, Chimiques et Technologie (SPCT):16.36; Mathématiques:11.15; Français:9.37; Philosophie:10.38; Malagasy:14.48; Histoire-Géographie:15.48; Anglais:14.45; EPS:9.99",13.21,"Sciences Physiques, Chimiques et Technologie (SPCT); Histoire-Géographie",EPS; Français,Robotique; Économie & Bourse,UI/UX Design; Infographie & 3D; Résolution de problèmes,Laboratoire & R&D,Concepteur Multimédia,IMTICIA; CAA; AEE,IMTICIA,Informatique et Télécommunication,75.93,Élevé,"Excellente adéquation avec la série D et bonnes notes en Sciences Physiques, Chimiques et Technologie (SPCT), Histoire-Géographie. Profil aligné avec l'objectif de Concepteur Multimédia."
STD_2026_0537,Toky Rajaonarivelo,16,M,S,Mathématiques:18.27; Sciences Physiques et Chimiques:14.18; SVT / Biologie-Géologie:12.93; Français:10.37; Philosophie:11.25; Malagasy:10.22; Histoire-Géographie:11.48; Anglais:11.32; EPS:12.37,13.61,Mathématiques; Sciences Physiques et Chimiques,Français; Malagasy,Musique; Lecture & Écriture,PowerBI & Analytics; Statistiques inférentielles; Résolution de problèmes,Laboratoire & R&D,Consultant Big Data,ISAIA; FIC; CAA,ISAIA,Informatique et Télécommunication,81.32,Élevé,"Excellente adéquation avec la série S et bonnes notes en Mathématiques, Sciences Physiques et Chimiques. Profil aligné avec l'objectif de Consultant Big Data."
STD_2026_0538,Sitraka Rasoanaivo,19,M,G,Mathématiques de gestion:12.45; Gestion / Comptabilité:11.32; Français:16.14; Anglais:9.71; Économie:16.08; Histoire-Géographie:8.6; Philosophie:7.47; EPS:12.29,12.23,Français; Économie,Histoire-Géographie; Philosophie,Musique; Dessin & Design,Gestion de projets durables; Écotourisme & Biodiversité; Résolution de problèmes,Espaces de Coworking / Startup,Consultant Écotourisme,TEE; IAA; ESIIA,TEE,Techniques du Tourisme,72.44,Moyen,"Excellente adéquation avec la série G et bonnes notes en Français, Économie. Profil aligné avec l'objectif de Consultant Écotourisme."
STD_2026_0539,Fitia Razafindrakoto,16,F,Technique,Mathématiques appliquées:16.18; Physique appliquée / Technologie:13.2; Dessin technique:13.05; Français:8.04; Anglais:16.19; Philosophie:13.95; EPS:8.74,13.33,Anglais; Mathématiques appliquées,EPS; Français,Économie & Bourse; Lecture & Écriture,Communication interculturelle; Yield Management; Résolution de problèmes,Sur le terrain / Chantier,Responsable d'Agence de Voyage,TEH; ESIIA; EMP,TEH,Techniques du Tourisme,49.1,Faible,"Excellente adéquation avec la série Technique et bonnes notes en Anglais, Mathématiques appliquées. Profil aligné avec l'objectif de Responsable d'Agence de Voyage."
STD_2026_0540,Lova Randriamampianina,20,M,A,Philosophie:10.78; Français:12.07; Malagasy:14.43; Histoire-Géographie:10.04; Anglais:10.83; LV2:14.16; Mathématiques:7.06; SVT / Sciences humaines:9.56; EPS:11.72,11.46,Malagasy; LV2,SVT / Sciences humaines; Mathématiques,Volontariat; Programmation & Code,Techniques de Vente; Marketing Digital; Résolution de problèmes,Sur le terrain / Chantier,Directeur des Ventes,CAA; ISAIA; IMTICIA,CAA,Techniques des Affaires,63.26,Moyen,"Excellente adéquation avec la série A et bonnes notes en Malagasy, LV2. Profil aligné avec l'objectif de Directeur des Ventes."
STD_2026_0541,Kanto Rabenjamina,16,M,A1,Philosophie:14.73; Français:9.73; Malagasy:13.36; Histoire-Géographie:7.6; Anglais:11.57; LV2:13.83; Mathématiques:8.42; SVT / Sciences humaines:11.11; EPS:8.46,11.28,Philosophie; LV2,Mathématiques; Histoire-Géographie,Robotique; Sport d'équipe,Conseil d'entreprise; Rédaction juridique; Résolution de problèmes,Laboratoire & R&D,Gestionnaire de Contrats,DTJA; IGGLIA; TEE,DTJA,Techniques des Affaires,72.63,Moyen,"Excellente adéquation avec la série A1 et bonnes notes en Philosophie, LV2. Profil aligné avec l'objectif de Gestionnaire de Contrats."
STD_2026_0542,Fitia Ramanantsoa,20,M,A2,Philosophie:12.66; Français:15.91; Malagasy:13.05; Histoire-Géographie:5.07; Anglais:12.33; LV2:14.07; Mathématiques:11.86; SVT / Sciences humaines:5.42; EPS:11.61,11.83,Français; LV2,SVT / Sciences humaines; Histoire-Géographie,Programmation & Code; Économie & Bourse,Gestion des risques; Analyse financière; Résolution de problèmes,Bureau & Télétravail,Consultant en Organisation,EMP; AEE; GCA,EMP,Techniques des Affaires,81.36,Élevé,"Excellente adéquation avec la série A2 et bonnes notes en Français, LV2. Profil aligné avec l'objectif de Consultant en Organisation."
STD_2026_0543,Fitia Rasoanaivo,17,M,L,Philosophie:14.51; Français et Littérature:11.37; Anglais:8.25; LV2:15.21; Malagasy:11.24; Histoire-Géographie:8.68; Éducation civique:11.25; Mathématiques:1.87; Arts / options culturelles:16.67; EPS:9.06,11.27,Arts / options culturelles; LV2,Anglais; Mathématiques,Robotique; Musique,Contrôle de gestion; Comptabilité générale & analytique; Résolution de problèmes,Laboratoire & R&D,Auditeur Financier,FIC; GCA; AEE,FIC,Techniques des Affaires,36.39,Faible,"Excellente adéquation avec la série L et bonnes notes en Arts / options culturelles, LV2. Profil aligné avec l'objectif de Auditeur Financier."
STD_2026_0544,Tiana Rajaonarivelo,16,M,C,"Mathématiques:14.92; Sciences Physiques, Chimiques et Technologie (SPCT):11.4; Français:9.07; Philosophie:11.95; Malagasy:16.77; Histoire-Géographie:10.34; Anglais:12.19; SVT:13.51; EPS:10.78",12.57,Malagasy; Mathématiques,Histoire-Géographie; Français,Programmation & Code; Économie & Bourse,Gestion d'exploitation; Zootechnie; Résolution de problèmes,Laboratoire & R&D,Chef d'exploitation,AEE; IAA; FIC,AEE,Biotechnologie et Agronomie,80.49,Élevé,"Excellente adéquation avec la série C et bonnes notes en Malagasy, Mathématiques. Profil aligné avec l'objectif de Chef d'exploitation."
STD_2026_0545,Andry Rajaonarivelo,19,M,D,"SVT:13.33; Sciences Physiques, Chimiques et Technologie (SPCT):13.36; Mathématiques:11.08; Français:11.72; Philosophie:12.02; Malagasy:12.47; Histoire-Géographie:9.55; Anglais:15.3; EPS:9.47",12.24,"Anglais; Sciences Physiques, Chimiques et Technologie (SPCT)",Histoire-Géographie; EPS,Musique; Robotique,Contrôle qualité HACCP; Process agroalimentaires; Résolution de problèmes,Sur le terrain / Chantier,Ingénieur Agroalimentaire,IAA; IMTICIA; EMP,IAA,Biotechnologie et Agronomie,78.66,Élevé,"Excellente adéquation avec la série D et bonnes notes en Anglais, Sciences Physiques, Chimiques et Technologie (SPCT). Profil aligné avec l'objectif de Ingénieur Agroalimentaire."
STD_2026_0546,Nary Rakotomalala,16,M,S,Mathématiques:14.45; Sciences Physiques et Chimiques:20.0; SVT / Biologie-Géologie:13.43; Français:11.26; Philosophie:11.1; Malagasy:10.94; Histoire-Géographie:15.58; Anglais:6.97; EPS:13.1,14.11,Sciences Physiques et Chimiques; Histoire-Géographie,Malagasy; Anglais,Programmation & Code; Lecture & Écriture,Pharmacologie; Normes GMP/BPF; Résolution de problèmes,Espaces de Coworking / Startup,Assistant de recherche galénique,PIP; ESIIA; IAA,PIP,Biotechnologie et Agronomie,81.83,Élevé,"Excellente adéquation avec la série S et bonnes notes en Sciences Physiques et Chimiques, Histoire-Géographie. Profil aligné avec l'objectif de Assistant de recherche galénique."
STD_2026_0547,Lova Ratsimbazafy,18,M,G,Mathématiques de gestion:15.8; Gestion / Comptabilité:16.77; Français:13.83; Anglais:17.3; Économie:10.11; Histoire-Géographie:10.32; Philosophie:7.61; EPS:13.18,14.03,Anglais; Gestion / Comptabilité,Économie; Philosophie,Nature & Écologie; Musique,CAO Mécanique; Maintenance industrielle; Résolution de problèmes,Bureau & Télétravail,Concepteur Mécatronique,EMII; PIP; GCA,EMII,Génie Industriel et Génie Civil,59.75,Moyen,"Excellente adéquation avec la série G et bonnes notes en Anglais, Gestion / Comptabilité. Profil aligné avec l'objectif de Concepteur Mécatronique."
STD_2026_0548,Toky Ratsimbazafy,16,M,Technique,Mathématiques appliquées:12.14; Physique appliquée / Technologie:17.32; Dessin technique:12.01; Français:5.71; Anglais:12.19; Philosophie:5.57; EPS:12.52,12.1,Physique appliquée / Technologie; EPS,Français; Philosophie,Dessin & Design; Lecture & Écriture,Métré et devis; Calcul de structures; Résolution de problèmes,Sur le terrain / Chantier,Chef de chantier BTP,GCA; ISAIA; ICMP,GCA,Génie Industriel et Génie Civil,80.14,Élevé,"Excellente adéquation avec la série Technique et bonnes notes en Physique appliquée / Technologie, EPS. Profil aligné avec l'objectif de Chef de chantier BTP."
STD_2026_0549,Andry Rabenjamina,16,F,A,Philosophie:14.61; Français:14.42; Malagasy:11.96; Histoire-Géographie:13.19; Anglais:11.94; LV2:14.68; Mathématiques:7.12; SVT / Sciences humaines:9.27; EPS:10.48,12.64,LV2; Philosophie,SVT / Sciences humaines; Mathématiques,Jeux de Stratégie; Musique,Géologie minière; Normes QHSE; Résolution de problèmes,Entreprise industrielle,Ingénieur Procédés,ICMP; TEE; AEE,ICMP,Génie Industriel et Génie Civil,45.17,Faible,"Excellente adéquation avec la série A et bonnes notes en LV2, Philosophie. Profil aligné avec l'objectif de Ingénieur Procédés."
STD_2026_0550,Hery Razafindrakoto,21,F,A1,Philosophie:14.28; Français:11.04; Malagasy:9.12; Histoire-Géographie:13.52; Anglais:11.28; LV2:12.4; Mathématiques:15.12; SVT / Sciences humaines:9.08; EPS:16.2,12.3,EPS; Mathématiques,Malagasy; SVT / Sciences humaines,Sport d'équipe; Jeux de Stratégie,Signal & Traitement; Microcontrôleurs IoT; Résolution de problèmes,Entreprise industrielle,Développeur IoT,ESIIA; EMII; AEE,ESIIA,Informatique et Télécommunication,53.48,Faible,"Excellente adéquation avec la série A1 et bonnes notes en EPS, Mathématiques. Profil aligné avec l'objectif de Développeur IoT."
STD_2026_0551,Nomena Ratsimbazafy,18,F,A2,Philosophie:10.28; Français:14.47; Malagasy:13.59; Histoire-Géographie:11.0; Anglais:13.1; LV2:14.22; Mathématiques:8.7; SVT / Sciences humaines:14.34; EPS:13.87,12.66,Français; SVT / Sciences humaines,Philosophie; Mathématiques,Économie & Bourse; Lecture & Écriture,SQL & Bases de données; Génie Logiciel & Java/Web; Résolution de problèmes,Entreprise industrielle,Data Scientist / IA,IGGLIA; AEE; IMTICIA,IGGLIA,Informatique et Télécommunication,76.49,Élevé,"Excellente adéquation avec la série A2 et bonnes notes en Français, SVT / Sciences humaines. Profil aligné avec l'objectif de Data Scientist / IA."
STD_2026_0552,Tojo Ratsimbazafy,20,M,L,Philosophie:17.69; Français et Littérature:12.76; Anglais:8.14; LV2:14.22; Malagasy:12.2; Histoire-Géographie:4.97; Éducation civique:14.61; Mathématiques:13.24; Arts / options culturelles:16.45; EPS:13.88,12.8,Philosophie; Arts / options culturelles,Anglais; Histoire-Géographie,Nature & Écologie; Économie & Bourse,Développement Web/Mobile; Réseaux informatiques; Résolution de problèmes,Sur le terrain / Chantier,Designer UI/UX,IMTICIA; DTJA; ICMP,IMTICIA,Informatique et Télécommunication,76.8,Élevé,"Excellente adéquation avec la série L et bonnes notes en Philosophie, Arts / options culturelles. Profil aligné avec l'objectif de Designer UI/UX."
STD_2026_0553,Lova Ramanantsoa,21,F,C,"Mathématiques:16.16; Sciences Physiques, Chimiques et Technologie (SPCT):14.73; Français:11.89; Philosophie:8.83; Malagasy:6.95; Histoire-Géographie:11.98; Anglais:11.92; SVT:13.5; EPS:11.84",13.13,"Mathématiques; Sciences Physiques, Chimiques et Technologie (SPCT)",Philosophie; Malagasy,Programmation & Code; Volontariat,Statistiques inférentielles; PowerBI & Analytics; Résolution de problèmes,Bureau & Télétravail,Data Scientist,ISAIA; IMTICIA; PIP,ISAIA,Informatique et Télécommunication,82.94,Élevé,"Excellente adéquation avec la série C et bonnes notes en Mathématiques, Sciences Physiques, Chimiques et Technologie (SPCT). Profil aligné avec l'objectif de Data Scientist."
STD_2026_0554,Andry Ramanantsoa,19,F,D,"SVT:15.3; Sciences Physiques, Chimiques et Technologie (SPCT):15.74; Mathématiques:18.03; Français:15.79; Philosophie:8.01; Malagasy:11.55; Histoire-Géographie:9.34; Anglais:10.48; EPS:4.94",13.68,Mathématiques; Français,Philosophie; EPS,Dessin & Design; Musique,Guide & Médiation; Ingénierie touristique; Résolution de problèmes,Entreprise industrielle,Guide Patrimoine,TEE; ESIIA; EMP,TEE,Techniques du Tourisme,77.54,Élevé,"Excellente adéquation avec la série D et bonnes notes en Mathématiques, Français. Profil aligné avec l'objectif de Guide Patrimoine."
STD_2026_0555,Lova Ratsimbazafy,18,M,S,Mathématiques:15.18; Sciences Physiques et Chimiques:15.0; SVT / Biologie-Géologie:13.7; Français:5.53; Philosophie:13.08; Malagasy:5.71; Histoire-Géographie:16.04; Anglais:6.66; EPS:11.21,12.48,Histoire-Géographie; Mathématiques,Malagasy; Français,Économie & Bourse; Jeux de Stratégie,Gestion événementielle; Management hôtelier; Résolution de problèmes,Entreprise industrielle,Responsable d'Agence de Voyage,TEH; IAA; ISAIA,TEH,Techniques du Tourisme,43.38,Faible,"Excellente adéquation avec la série S et bonnes notes en Histoire-Géographie, Mathématiques. Profil aligné avec l'objectif de Responsable d'Agence de Voyage."
STD_2026_0556,Hasina Randriamampianina,18,M,G,Mathématiques de gestion:13.49; Gestion / Comptabilité:17.03; Français:13.04; Anglais:11.27; Économie:17.2; Histoire-Géographie:15.3; Philosophie:12.83; EPS:14.53,14.52,Économie; Gestion / Comptabilité,Philosophie; Anglais,Sport d'équipe; Dessin & Design,Marketing Digital; Analyse Marché; Résolution de problèmes,Entreprise industrielle,Responsable Commercial,CAA; ICMP; DTJA,CAA,Techniques des Affaires,79.75,Élevé,"Excellente adéquation avec la série G et bonnes notes en Économie, Gestion / Comptabilité. Profil aligné avec l'objectif de Responsable Commercial."
STD_2026_0557,Hasina Rabenjamina,20,M,Technique,Mathématiques appliquées:15.33; Physique appliquée / Technologie:15.04; Dessin technique:10.61; Français:9.91; Anglais:12.08; Philosophie:15.21; EPS:12.21,13.29,Mathématiques appliquées; Philosophie,Dessin technique; Français,Sport d'équipe; Dessin & Design,Rédaction juridique; Analyse fiscale; Résolution de problèmes,Bureau & Télétravail,Assistant Juridique,DTJA; ISAIA; CAA,DTJA,Techniques des Affaires,49.77,Faible,"Excellente adéquation avec la série Technique et bonnes notes en Mathématiques appliquées, Philosophie. Profil aligné avec l'objectif de Assistant Juridique."
STD_2026_0558,Tiana Rakotondrabe,16,F,A,Philosophie:17.76; Français:15.58; Malagasy:14.0; Histoire-Géographie:10.71; Anglais:12.33; LV2:12.84; Mathématiques:11.48; SVT / Sciences humaines:12.58; EPS:9.64,13.62,Philosophie; Français,Histoire-Géographie; EPS,Programmation & Code; Volontariat,Analyse financière; Gestion de projet Agile/PMP; Résolution de problèmes,Espaces de Coworking / Startup,Chef de Projet,EMP; TEH; EMII,EMP,Techniques des Affaires,76.62,Élevé,"Excellente adéquation avec la série A et bonnes notes en Philosophie, Français. Profil aligné avec l'objectif de Chef de Projet."
STD_2026_0559,Lova Rabenjamina,21,F,A1,Philosophie:18.49; Français:15.67; Malagasy:14.65; Histoire-Géographie:8.71; Anglais:12.59; LV2:13.53; Mathématiques:11.33; SVT / Sciences humaines:9.32; EPS:10.01,13.46,Philosophie; Français,SVT / Sciences humaines; Histoire-Géographie,Programmation & Code; Sport d'équipe,Contrôle de gestion; Comptabilité générale & analytique; Résolution de problèmes,Sur le terrain / Chantier,Contrôleur de Gestion,FIC; DTJA; TEE,FIC,Techniques des Affaires,48.42,Faible,"Excellente adéquation avec la série A1 et bonnes notes en Philosophie, Français. Profil aligné avec l'objectif de Contrôleur de Gestion."
STD_2026_0560,Mirana Rasoanaivo,19,M,A2,Philosophie:13.89; Français:11.76; Malagasy:12.61; Histoire-Géographie:11.1; Anglais:15.27; LV2:15.16; Mathématiques:11.65; SVT / Sciences humaines:11.72; EPS:12.93,13.04,Anglais; LV2,Mathématiques; Histoire-Géographie,Lecture & Écriture; Jeux de Stratégie,Analyse des sols; Zootechnie; Résolution de problèmes,Espaces de Coworking / Startup,Responsable d'élevage,AEE; DTJA; PIP,AEE,Biotechnologie et Agronomie,77.54,Élevé,"Excellente adéquation avec la série A2 et bonnes notes en Anglais, LV2. Profil aligné avec l'objectif de Responsable d'élevage."
STD_2026_0561,Vero Razafindrakoto,21,F,L,Philosophie:13.49; Français et Littérature:12.68; Anglais:11.9; LV2:13.22; Malagasy:16.1; Histoire-Géographie:6.98; Éducation civique:13.94; Mathématiques:12.97; Arts / options culturelles:13.96; EPS:11.94,12.69,Malagasy; Arts / options culturelles,Anglais; Histoire-Géographie,Jeux de Stratégie; Sport d'équipe,Process agroalimentaires; Contrôle qualité HACCP; Résolution de problèmes,Espaces de Coworking / Startup,Conducteur de ligne de production,IAA; IGGLIA; TEH,IAA,Biotechnologie et Agronomie,57.62,Moyen,"Excellente adéquation avec la série L et bonnes notes en Malagasy, Arts / options culturelles. Profil aligné avec l'objectif de Conducteur de ligne de production."
STD_2026_0562,Sitraka Rabenjamina,17,F,C,"Mathématiques:11.0; Sciences Physiques, Chimiques et Technologie (SPCT):17.57; Français:12.76; Philosophie:13.16; Malagasy:11.6; Histoire-Géographie:17.2; Anglais:13.21; SVT:16.18; EPS:8.7",13.69,"Sciences Physiques, Chimiques et Technologie (SPCT); Histoire-Géographie",Mathématiques; EPS,Nature & Écologie; Lecture & Écriture,Chimie organique; Analyse en laboratoire; Résolution de problèmes,Sur le terrain / Chantier,Responsable contrôle qualité labo,PIP; TEE; EMII,PIP,Biotechnologie et Agronomie,82.17,Élevé,"Excellente adéquation avec la série C et bonnes notes en Sciences Physiques, Chimiques et Technologie (SPCT), Histoire-Géographie. Profil aligné avec l'objectif de Responsable contrôle qualité labo."
STD_2026_0563,Faly Rajaonarivelo,20,F,D,"SVT:18.41; Sciences Physiques, Chimiques et Technologie (SPCT):14.19; Mathématiques:11.09; Français:12.0; Philosophie:9.76; Malagasy:13.83; Histoire-Géographie:8.95; Anglais:10.46; EPS:13.39",13.3,"SVT; Sciences Physiques, Chimiques et Technologie (SPCT)",Philosophie; Histoire-Géographie,Programmation & Code; Robotique,Maintenance industrielle; Électrotechnique; Résolution de problèmes,Entreprise industrielle,Concepteur Mécatronique,EMII; ICMP; DTJA,EMII,Génie Industriel et Génie Civil,75.94,Élevé,"Excellente adéquation avec la série D et bonnes notes en SVT, Sciences Physiques, Chimiques et Technologie (SPCT). Profil aligné avec l'objectif de Concepteur Mécatronique."
STD_2026_0564,Hasina Andriantsitohaina,20,F,S,Mathématiques:14.24; Sciences Physiques et Chimiques:15.28; SVT / Biologie-Géologie:12.08; Français:13.43; Philosophie:12.88; Malagasy:14.26; Histoire-Géographie:15.55; Anglais:8.79; EPS:8.24,13.27,Histoire-Géographie; Sciences Physiques et Chimiques,Anglais; EPS,Lecture & Écriture; Jeux de Stratégie,Calcul de structures; Conduite de chantier BTP; Résolution de problèmes,Sur le terrain / Chantier,Chef de chantier BTP,GCA; DTJA; ICMP,GCA,Génie Industriel et Génie Civil,86.34,Élevé,"Excellente adéquation avec la série S et bonnes notes en Histoire-Géographie, Sciences Physiques et Chimiques. Profil aligné avec l'objectif de Chef de chantier BTP."
STD_2026_0565,Soa Razafindrakoto,21,M,G,Mathématiques de gestion:10.64; Gestion / Comptabilité:16.1; Français:14.32; Anglais:10.87; Économie:17.19; Histoire-Géographie:13.09; Philosophie:11.66; EPS:7.16,13.21,Économie; Gestion / Comptabilité,Mathématiques de gestion; EPS,Nature & Écologie; Sport d'équipe,Normes QHSE; Raffinage et extraction; Résolution de problèmes,Laboratoire & R&D,Responsable d'extraction,ICMP; TEH; PIP,ICMP,Génie Industriel et Génie Civil,49.89,Faible,"Excellente adéquation avec la série G et bonnes notes en Économie, Gestion / Comptabilité. Profil aligné avec l'objectif de Responsable d'extraction."
STD_2026_0566,Hasina Rabenjamina,17,M,Technique,Mathématiques appliquées:14.57; Physique appliquée / Technologie:15.13; Dessin technique:12.36; Français:10.04; Anglais:9.38; Philosophie:14.92; EPS:13.98,13.22,Physique appliquée / Technologie; Philosophie,Français; Anglais,Jeux de Stratégie; Dessin & Design,Électronique numérique; Signal & Traitement; Résolution de problèmes,Espaces de Coworking / Startup,Concepteur Électronique,ESIIA; EMII; ISAIA,ESIIA,Informatique et Télécommunication,78.45,Élevé,"Excellente adéquation avec la série Technique et bonnes notes en Physique appliquée / Technologie, Philosophie. Profil aligné avec l'objectif de Concepteur Électronique."
STD_2026_0567,Lova Rajaonarivelo,20,M,A,Philosophie:11.26; Français:15.03; Malagasy:11.19; Histoire-Géographie:5.24; Anglais:9.21; LV2:18.83; Mathématiques:7.26; SVT / Sciences humaines:10.33; EPS:13.13,11.42,LV2; Français,Mathématiques; Histoire-Géographie,Économie & Bourse; Jeux de Stratégie,Machine Learning; Algorithmique & Python; Résolution de problèmes,Sur le terrain / Chantier,Data Scientist / IA,IGGLIA; ISAIA; TEE,IGGLIA,Informatique et Télécommunication,71.61,Moyen,"Excellente adéquation avec la série A et bonnes notes en LV2, Français. Profil aligné avec l'objectif de Data Scientist / IA."
STD_2026_0568,Fitia Rabenjamina,17,M,A1,Philosophie:13.32; Français:14.63; Malagasy:13.99; Histoire-Géographie:12.77; Anglais:7.9; LV2:18.28; Mathématiques:7.87; SVT / Sciences humaines:10.07; EPS:8.88,12.63,LV2; Français,Anglais; Mathématiques,Programmation & Code; Nature & Écologie,Développement Web/Mobile; Infographie & 3D; Résolution de problèmes,Espaces de Coworking / Startup,Administrateur Réseaux & TIC,IMTICIA; IAA; GCA,IMTICIA,Informatique et Télécommunication,70.56,Moyen,"Excellente adéquation avec la série A1 et bonnes notes en LV2, Français. Profil aligné avec l'objectif de Administrateur Réseaux & TIC."
STD_2026_0569,Andry Razafindrakoto,18,M,A2,Philosophie:13.64; Français:12.72; Malagasy:11.92; Histoire-Géographie:10.72; Anglais:6.68; LV2:13.05; Mathématiques:4.06; SVT / Sciences humaines:11.08; EPS:11.84,11.1,Philosophie; LV2,Anglais; Mathématiques,Robotique; Jeux de Stratégie,Python / R Data; PowerBI & Analytics; Résolution de problèmes,Sur le terrain / Chantier,Data Analyst,ISAIA; FIC; ICMP,ISAIA,Informatique et Télécommunication,32.7,Faible,"Excellente adéquation avec la série A2 et bonnes notes en Philosophie, LV2. Profil aligné avec l'objectif de Data Analyst."
STD_2026_0570,Mialy Rakotomalala,20,M,L,Philosophie:14.27; Français et Littérature:10.31; Anglais:11.1; LV2:15.29; Malagasy:14.04; Histoire-Géographie:9.15; Éducation civique:5.92; Mathématiques:4.22; Arts / options culturelles:12.74; EPS:14.95,11.68,LV2; EPS,Éducation civique; Mathématiques,Dessin & Design; Musique,Écotourisme & Biodiversité; Guide & Médiation; Résolution de problèmes,Entreprise industrielle,Chef de projet Développement Durable,TEE; IMTICIA; EMP,TEE,Techniques du Tourisme,75.18,Élevé,"Excellente adéquation avec la série L et bonnes notes en LV2, EPS. Profil aligné avec l'objectif de Chef de projet Développement Durable."
STD_2026_0571,Tiana Rakotondrabe,17,F,C,"Mathématiques:14.81; Sciences Physiques, Chimiques et Technologie (SPCT):14.61; Français:15.64; Philosophie:11.03; Malagasy:11.22; Histoire-Géographie:11.0; Anglais:8.58; SVT:12.97; EPS:10.89",13.19,Français; Mathématiques,EPS; Anglais,Économie & Bourse; Jeux de Stratégie,Management hôtelier; Yield Management; Résolution de problèmes,Laboratoire & R&D,Manager d'Hôtel,TEH; IMTICIA; AEE,TEH,Techniques du Tourisme,56.2,Moyen,"Excellente adéquation avec la série C et bonnes notes en Français, Mathématiques. Profil aligné avec l'objectif de Manager d'Hôtel."
STD_2026_0572,Soa Rakotondrabe,17,M,D,"SVT:16.33; Sciences Physiques, Chimiques et Technologie (SPCT):16.51; Mathématiques:13.56; Français:11.05; Philosophie:12.06; Malagasy:13.49; Histoire-Géographie:6.44; Anglais:12.28; EPS:9.34",13.4,"Sciences Physiques, Chimiques et Technologie (SPCT); SVT",EPS; Histoire-Géographie,Lecture & Écriture; Économie & Bourse,Negociation internationale; Techniques de Vente; Résolution de problèmes,Entreprise industrielle,Responsable Commercial,CAA; EMII; EMP,CAA,Techniques des Affaires,78.34,Élevé,"Excellente adéquation avec la série D et bonnes notes en Sciences Physiques, Chimiques et Technologie (SPCT), SVT. Profil aligné avec l'objectif de Responsable Commercial."
STD_2026_0573,Soa Rasoanaivo,21,M,S,Mathématiques:16.04; Sciences Physiques et Chimiques:18.39; SVT / Biologie-Géologie:18.28; Français:12.51; Philosophie:7.44; Malagasy:15.84; Histoire-Géographie:14.27; Anglais:15.57; EPS:13.04,15.61,Sciences Physiques et Chimiques; SVT / Biologie-Géologie,Français; Philosophie,Volontariat; Dessin & Design,Rédaction juridique; Conseil d'entreprise; Résolution de problèmes,Bureau & Télétravail,Consultant Fiscaliste,DTJA; EMII; IGGLIA,DTJA,Techniques des Affaires,53.37,Faible,"Excellente adéquation avec la série S et bonnes notes en Sciences Physiques et Chimiques, SVT / Biologie-Géologie. Profil aligné avec l'objectif de Consultant Fiscaliste."
STD_2026_0574,Andry Rakotondrabe,16,M,G,Mathématiques de gestion:15.35; Gestion / Comptabilité:17.45; Français:12.92; Anglais:11.28; Économie:14.21; Histoire-Géographie:6.06; Philosophie:14.34; EPS:10.09,13.66,Gestion / Comptabilité; Mathématiques de gestion,EPS; Histoire-Géographie,Sport d'équipe; Jeux de Stratégie,Étude d'impact économique; Analyse financière; Résolution de problèmes,Espaces de Coworking / Startup,Chef de Projet,EMP; FIC; PIP,EMP,Techniques des Affaires,80.61,Élevé,"Excellente adéquation avec la série G et bonnes notes en Gestion / Comptabilité, Mathématiques de gestion. Profil aligné avec l'objectif de Chef de Projet."
STD_2026_0575,Dina Rakotomalala,16,F,Technique,Mathématiques appliquées:16.92; Physique appliquée / Technologie:15.96; Dessin technique:11.66; Français:10.36; Anglais:10.15; Philosophie:9.88; EPS:11.1,13.36,Mathématiques appliquées; Physique appliquée / Technologie,Anglais; Philosophie,Musique; Volontariat,Gestion de trésorerie; Contrôle de gestion; Résolution de problèmes,Sur le terrain / Chantier,Auditeur Financier,FIC; GCA; IGGLIA,FIC,Techniques des Affaires,56.09,Moyen,"Excellente adéquation avec la série Technique et bonnes notes en Mathématiques appliquées, Physique appliquée / Technologie. Profil aligné avec l'objectif de Auditeur Financier."
STD_2026_0576,Mirana Randriamampianina,19,F,A,Philosophie:17.31; Français:15.25; Malagasy:9.09; Histoire-Géographie:13.7; Anglais:16.51; LV2:13.27; Mathématiques:9.16; SVT / Sciences humaines:6.17; EPS:14.14,13.41,Philosophie; Anglais,Malagasy; SVT / Sciences humaines,Robotique; Économie & Bourse,Agronomie; Gestion d'exploitation; Résolution de problèmes,Espaces de Coworking / Startup,Chef d'exploitation,AEE; IMTICIA; CAA,AEE,Biotechnologie et Agronomie,75.04,Élevé,"Excellente adéquation avec la série A et bonnes notes en Philosophie, Anglais. Profil aligné avec l'objectif de Chef d'exploitation."
